id,original_title,overview,release_date,popularity,vote_average,vote_count
6477,Alvin and the Chipmunks,"A struggling songwriter named Dave Seville finds success when he comes across a trio of singing chipmunks: mischievous leader Alvin, brainy Simon, and chubby, impressionable Theodore.",12/13/2007,33.128,5.806,4488
359412,Marauders,An untraceable group of elite bank robbers is chased by a suicidal FBI agent who uncovers a deeper purpose behind the robbery-homicides.,7/1/2016,10.919,5.8,657
51620,Death Race 2,"In the world's most dangerous prison, a new game is born: Death Race. The rules of this adrenaline-fueled blood sport are simple, drive or die. When repentant convict Carl Lucas discovers there's a price on his head, his only hope is to survive a twisted race against an army of hardened criminals and tricked-out cars.",11/12/2010,25.943,5.805,1113
10172,Are We Done Yet?,Newlyweds Nick and Suzanne decide to move to the suburbs to provide a better life for their two kids. But their idea of a dream home is disturbed by a contractor with a bizarre approach to business.,4/4/2007,10.274,5.8,623
271718,Trainwreck,"Having thought that monogamy was never possible, a commitment-phobic career woman may have to face her fears when she meets a good guy.",7/17/2015,19.208,5.8,2590
61630,Il paradiso all'improvviso,A confirmed bachelor sees his beliefs about commitment put to the test when a beautiful woman—deserted by her fiancée—forces him to take his place in the romantic trip she had planned.,12/19/2003,4.8,5.8,350
11962,Joe's Apartment,"A nice guy has just moved to New York and discovers that he must share his run-down apartment with a couple thousand singing, dancing cockroaches.",7/26/1996,11.201,5.8,347
11632,Vanity Fair,"Beautiful, funny, passionate, and calculating, Becky is the orphaned daughter of a starving English artist and a French chorus girl. She yearns for a more glamorous life than her birthright promises and resolves to conquer English society by any means possible. A mere ascension into the heights of society is simply not enough. So Becky finds a patron in the powerful Marquess of Steyne whose whims enable Becky to realise her dreams. But is the ultimate cost too high for her?",9/1/2004,9.693,5.804,339
10054,Spy Kids,"Carmen and Juni think their parents are boring. Little do they know that in their day, Gregorio and Ingrid Cortez were the top secret agents from their respective countries. They gave up that life to raise their children. Now, the disappearances of several of their old colleagues forces the Cortez' return from retirement. What they didn't count on was Carmen and Juni joining the ""family business.""",3/18/2001,23.262,5.804,3478
621707,The Vigil,A man providing overnight watch to a deceased member of his former Orthodox Jewish community finds himself opposite a malevolent entity.,7/1/2020,7.488,5.8,394
334394,Baskın: Karabasan,A squad of unsuspecting cops go through a trapdoor to Hell when they stumble upon a Black Mass in an abandoned building.,12/31/2015,8.352,5.8,307
305932,Expelled,"Felix is a legendary prankster who gets expelled from his high school and, with his friend’s help, stops at nothing to hide it from his parents.",12/12/2014,11.217,5.8,449
35626,Return to Sleepaway Camp,"It's summer camp as usual at Camp Manabe where the kids torment each other for fun while the underpaid camp staff provides as little supervision as possible. Greedy camp owner Frank and junior partner Ronnie do their best to keep everyone in line, but something sinister is about to put a slash in the roster. When campers and staff mysteriously begin disappearing and turning into gruesome corpses, paranoid Ronnie can't shake the memory of a series of grisly murders that took place at Camp Arawak. As the paranoia worsens, Ronnie's list of possible killers starts growing just like the body count. Only one thing is for certain, something is carving a bloody new trail at Sleepaway Camp where kids can be so mean and surviving this summer is gonna be a real killer!",11/4/2008,7.21,5.8,320
12118,Police Academy 3: Back in Training,"When police funding is cut, the Governor announces he must close one of the academies. To make it fair, the two police academies must compete against each other to stay in operation. Mauser persuades two officers in Lassard's academy to better his odds, but things don't quite turn out as expected...",3/20/1986,23.872,5.8,1243
377264,Morgan,A corporate risk-management consultant must determine whether or not to terminate an artificial being's life that was made in a laboratory environment.,9/1/2016,15.283,5.802,1494
190469,Redirected,"Four friends become stranded in Eastern Europe and have to become hit men, prostitutes, corrupt cops, smugglers and more to make it home.",1/10/2014,9.42,5.802,373
82505,House at the End of the Street,"A mother and daughter move to a new town and find themselves living next door to a house where a young girl murdered her parents. When the daughter befriends the surviving son, she learns the story is far from over.",9/21/2012,18.247,5.8,1804
12193,Four Christmases,"Brad and Kate have made something of an art form out of avoiding their families during the holidays, but this year their foolproof plan is about go bust -- big time. Stuck at the city airport after all departing flights are canceled, the couple is embarrassed to see their ruse exposed to the world by an overzealous television reporter. Now, Brad and Kate are left with precious little choice other than to swallow their pride and suffer the rounds.",11/26/2008,11.029,5.8,1161
451877,I Think We're Alone Now,"After a catastrophe destroys most of humanity, recluse Del lives in his small, empty town, content with the utopia he has methodically created for himself, until an interloper, young Grace, disrupts his solitude.",9/14/2018,9.33,5.8,406
94380,Bad Ass,"Decorated Vietnam hero, Frank Vega returns home only to get shunned by society leaving him without a job or his high school sweetheart. It's not until forty years later when an incident on a commuter bus makes him a local hero where he's suddenly celebrated once again. But his good fortune suddenly turns for the worse when his best friend is murdered and the police aren't doing anything about it.",4/12/2012,11.57,5.8,407
4248,Scary Movie 2,"While the original parodied slasher flicks like Scream, Keenen Ivory Wayans's sequel to Scary Movie takes comedic aim at haunted house movies. A group of students visit a mansion called ""Hell House,"" and murderous high jinks ensue.",7/4/2001,38.994,5.8,4724
299551,The Atticus Institute,"In the early 1970s, Dr. Henry West creates an institute to find people with supernatural abilities. When Judith Winstead comes to the facility, she exhibits amazing abilities that the military wants to turn into a weapon.",1/5/2015,11.393,5.8,324
44943,Battle: Los Angeles,"When once distant UFOs become a terrifying threat and an alien invasion force begins attacking Earths major costal and riverside cities, a U.S Marine staff sergeant and his team are sent into battle only to find they must take it upon themselves to defeat an unknown enemy and protect what remains of Los Angeles.",3/8/2011,20.658,5.798,3484
10406,Encino Man,"High school misfits Stoney and Dave discover a long-frozen primeval man buried in their backyard. But the thawed-out Link—as the boys have named him—quickly becomes a wild card in the teens' already zany Southern California lives. After a shave and some new clothes, Link's presence at school makes the daily drudgery a lot more interesting.",5/22/1992,9.179,5.798,654
10069,Stay Alive,"After the brutal death of a friend, a group of friends find themselves in possession of a video-game called ""Stay Alive,"" a blood-curdling true story of a 17th century noblewoman known as the Blood Countess. After playing the game when they know they shouldn't, however, the friends realize that once they die in the game — they die for real!",3/24/2006,12.032,5.8,759
